,Incident Day of Week,Incident Category,Intersection,Latitude,Longitude,probability,rate,overnight,openSpaces,numberOfCameras
1355,Thursday,Case Closure,TIFFANY AVE \ DUNCAN ST,37.74649204,-122.4203576,66,0,1,6,-1
1356,Thursday,Larceny Theft,DIAMOND HEIGHTS BLVD \ DUNCAN ST,37.74529603,-122.440088,32,0,1,1,-1
1357,Thursday,Offences Against The Family And Children,SAN JOSE AVE \ DUNCAN ST,37.74641225,-122.4217044,73,0,1,8,-1
1358,Wednesday,Larceny Theft,AMBER DR \ DUNCAN ST \ RED ROCK WAY,37.74589849,-122.443374,36,0,1,5,-1
1359,Sunday,Non-Criminal,GUERRERO ST \ DUNCAN ST,37.74637652,-122.4223107,47,0,1,2,-1
1360,Thursday,Missing Person,DIAMOND HEIGHTS BLVD \ DUNCAN ST,37.74529603,-122.440088,42,0,1,3,2
1361,Saturday,Larceny Theft,CAMEO WAY \ DUNCAN ST,37.74514621,-122.4429495,59,0,1,18,-1
1362,Wednesday,Motor Vehicle Theft,CHURCH ST \ DUNCAN ST,37.74609877,-122.4268912,41,0,1,4,-1
1363,Wednesday,Non-Criminal,CASTRO ST \ DUNCAN ST,37.74568669,-122.4335454,42,0,1,5,12
1364,Saturday,Traffic Violation Arrest,GUERRERO ST \ DUNCAN ST,37.74637652,-122.4223107,67,0,1,9,4
1365,Tuesday,Malicious Mischief,DIAMOND ST \ DUNCAN ST,37.74554995,-122.4357668,27,0,1,1,-1
1366,Sunday,Motor Vehicle Theft,AMBER DR \ DUNCAN ST \ RED ROCK WAY,37.74589849,-122.443374,70,0,1,14,11
1367,Friday,Larceny Theft,SANCHEZ ST \ DUNCAN ST,37.74596004,-122.4291162,,0,1,0,-1
1368,Tuesday,Motor Vehicle Theft,DUNCAN ST \ DOLORES ST,37.7462414,-122.4246028,36,0,1,6,-1
1369,Friday,Non-Criminal,DIAMOND HEIGHTS BLVD \ DUNCAN ST,37.74529603,-122.440088,61,0,1,4,2
1370,Wednesday,Non-Criminal,AMBER DR \ DUNCAN ST \ RED ROCK WAY,37.74589849,-122.443374,36,0,1,12,2
1371,Monday,Larceny Theft,DIAMOND HEIGHTS BLVD \ DUNCAN ST,37.74655767,-122.4434037,78,0,1,4,3
1372,Friday,Warrant,AMBER DR \ DUNCAN ST,37.74523094,-122.4412703,29,0,1,3,-1
1373,Friday,Other Miscellaneous,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,87,0,1,7,5
1374,Friday,Other Miscellaneous,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,56,0,1,5,-1
1375,Tuesday,Non-Criminal,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,81,0,1,4,-1
1376,Sunday,Burglary,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,39,0,1,3,-1
1377,Thursday,Robbery,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,46,0,1,4,-1
1378,Thursday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,78,0,1,3,-1
1379,Monday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,45,0,1,4,14
1380,Tuesday,Burglary,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,58,0,1,4,-1
1381,Sunday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,33,0,1,3,-1
1382,Friday,Malicious Mischief,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,65,0,1,5,-1
1383,Sunday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,60,0,1,3,-1
1384,Tuesday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,33,0,1,4,-1
1385,Wednesday,Burglary,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,45,0,1,2,-1
1386,Wednesday,Case Closure,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,45,0,1,4,14
1387,Thursday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,58,0,1,4,-1
1388,Wednesday,Non-Criminal,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,33,0,1,3,-1
1389,Sunday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,65,0,1,5,14
1390,Sunday,Motor Vehicle Theft,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,60,0,1,3,-1
1391,Tuesday,Lost Property,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,33,0,1,4,2
1392,Wednesday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,45,0,1,2,-1
1393,Friday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,45,0,1,4,-1
1394,Wednesday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,58,0,1,4,-1
1395,Sunday,Larceny Theft,GRAND VIEW AVE \ CLIPPER ST \ CLIPPER TER,37.74818321,-122.442519,33,0,1,4,-1
1396,Thursday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,60,0,1,3,-1
1397,Wednesday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,65,0,1,5,-1
1398,Wednesday,Burglary,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,33,0,1,3,-1
1399,Wednesday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,41,0,1,2,-1
1400,Sunday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,68,0,1,3,14
1401,Thursday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,45,0,1,2,-1
1402,Tuesday,Recovered Vehicle,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,66,0,1,6,5
1403,Wednesday,Vehicle Misplaced,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,32,0,1,1,-1
1404,Sunday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,36,0,1,5,-1
1405,Friday,Burglary,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,40,0,1,2,-1
1406,Wednesday,Non-Criminal,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,39,0,1,3,7
1407,Thursday,Larceny Theft,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,81,0,1,4,-1
1408,Tuesday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,22,0,1,2,-1
1409,Sunday,Suspicious Occ,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,76,0,1,6,-1
1410,Wednesday,Other,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,32,0,1,1,-1
1411,Friday,Larceny Theft,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,42,0,1,3,-1
1412,Saturday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,26,0,1,1,-1
1413,Wednesday,Burglary,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,76,0,1,6,-1
1414,Friday,Motor Vehicle Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,41,0,1,2,14
1415,Sunday,Malicious Mischief,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,68,0,1,3,-1
1416,Friday,Burglary,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,33,0,1,4,-1
1417,Saturday,Miscellaneous Investigation,GRAND VIEW AVE \ CLIPPER ST \ CLIPPER TER,37.74818321,-122.442519,60,0,1,3,-1
1418,Thursday,Non-Criminal,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,58,0,1,4,-1
1419,Friday,Non-Criminal,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,71,0,1,3,-1
1420,Monday,Malicious Mischief,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,32,0,1,1,14
1421,Tuesday,Fraud,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,54,0,1,1,-1
1422,Monday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,43,0,1,1,-1
1423,Monday,Non-Criminal,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,,inf,0,0,-1
1424,Monday,Larceny Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,33,0,1,3,14
1425,Monday,Burglary,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,47,0,1,2,-1
1426,Saturday,Malicious Mischief,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,42,0,1,3,-1
1427,Sunday,Malicious Mischief,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,73,0,1,8,-1
1428,Thursday,Larceny Theft,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,46,0,1,4,5
1429,Friday,Lost Property,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,78,0,1,3,-1
1430,Saturday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,52,0,1,6,-1
1431,Tuesday,Malicious Mischief,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,85,0,1,12,-1
1432,Tuesday,Non-Criminal,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,63,0,1,12,14
1433,Monday,Other Miscellaneous,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,81,0,1,6,-1
1434,Tuesday,Traffic Violation Arrest,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,80,0,1,5,-1
1435,Tuesday,Assault,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,56,0,1,4,14
1436,Friday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,8,0,1,1,-1
1437,Thursday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,56,0,1,4,-1
1438,Friday,Fraud,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,85,0,1,4,-1
1439,Monday,Malicious Mischief,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,85,0,1,5,2
1440,Thursday,Other,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,30,0,1,5,12
1441,Friday,Burglary,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,59,0,1,18,-1
1442,Friday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,41,0,1,4,-1
1443,Thursday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,85,0,1,20,-1
1444,Sunday,Other Miscellaneous,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,90,0,1,8,-1
1445,Monday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,85,0,1,20,14
1446,Monday,Robbery,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,90,0,1,8,-1
1447,Monday,Larceny Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,94,0,1,12,2
1448,Friday,Fraud,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,83,0,1,6,-1
1449,Saturday,Larceny Theft,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,87,0,1,12,-1
1450,Sunday,Other Miscellaneous,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,92,0,1,10,-1
1451,Monday,Malicious Mischief,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,82,0,1,4,2
1452,Monday,Burglary,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,82,0,1,4,-1
1453,Sunday,Motor Vehicle Theft,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,81,0,1,4,2
1454,Monday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,86,0,1,6,-1
1455,Friday,Recovered Vehicle,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,46,0,1,4,-1
1456,Monday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,78,0,1,3,-1
1457,Sunday,Traffic Violation Arrest,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,83,0,1,5,14
1458,Monday,Burglary,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,40,0,1,1,-1
1459,Saturday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,78,0,1,6,2
1460,Monday,Motor Vehicle Theft,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,83,0,1,9,-1
1461,Wednesday,Larceny Theft,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,85,0,1,20,-1
1462,Saturday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,90,0,1,8,-1
1463,Sunday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,94,0,1,12,14
1464,Tuesday,Motor Vehicle Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,83,0,1,6,-1
1465,Monday,Burglary,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,87,0,1,12,-1
1466,Tuesday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,92,0,1,10,-1
1467,Saturday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,82,0,1,4,-1
1468,Sunday,Warrant,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,82,0,1,4,-1
1469,Saturday,Other Miscellaneous,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,81,0,1,4,12
1470,Saturday,Motor Vehicle Theft,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,86,0,1,6,-1
1471,Friday,Burglary,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,46,0,1,4,-1
1472,Sunday,Motor Vehicle Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,78,0,1,3,2
1473,Saturday,Burglary,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,83,0,1,5,-1
1474,Sunday,Burglary,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,40,0,1,1,-1
1475,Sunday,Motor Vehicle Theft,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,78,0,1,6,12
1476,Sunday,Malicious Mischief,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,83,0,1,9,7
1477,Friday,Non-Criminal,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,59,0,1,18,-1
1478,Thursday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,41,0,1,4,-1
1479,Tuesday,Other Miscellaneous,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,42,0,1,5,-1
1480,Thursday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,67,0,1,9,-1
1481,Tuesday,Other Miscellaneous,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,27,0,1,1,-1
1482,Monday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,70,0,1,14,-1
1483,Tuesday,Missing Person,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,,0,1,0,5
1484,Saturday,Non-Criminal,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,36,0,1,6,14
1485,Monday,Stolen Property,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,61,0,1,4,-1
1486,Tuesday,Traffic Violation Arrest,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,36,0,1,12,-1
1487,Sunday,Burglary,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,78,0,1,4,5
1488,Monday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,29,0,1,3,-1
1489,Friday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,87,0,1,7,-1
1490,Sunday,Malicious Mischief,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,56,0,1,5,12
1491,Friday,Suspicious Occ,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,81,0,1,4,2
1492,Monday,Recovered Vehicle,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,39,0,1,3,-1
1493,Tuesday,Missing Person,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,46,0,1,4,-1
1494,Thursday,Non-Criminal,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,78,0,1,3,-1
1495,Tuesday,Warrant,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,46,0,1,4,-1
1496,Tuesday,Assault,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,78,0,1,3,2
1497,Tuesday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,52,0,1,6,-1
1498,Saturday,Robbery,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,85,0,1,12,4
1499,Friday,Warrant,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,63,0,1,12,-1
1500,Tuesday,Other Miscellaneous,GRAND VIEW AVE \ CLIPPER ST \ CLIPPER TER,37.74818321,-122.442519,81,0,1,6,14
1501,Friday,Motor Vehicle Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,80,0,1,5,12
1502,Friday,Burglary,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,56,0,1,4,2
1503,Tuesday,Burglary,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,8,0,1,1,-1
1504,Wednesday,Malicious Mischief,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,56,0,1,4,4
1505,Thursday,Recovered Vehicle,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,85,0,1,4,-1
1506,Thursday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,85,0,1,5,-1
1507,Sunday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,30,0,1,5,-1
1508,Sunday,Larceny Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,59,0,1,18,4
1509,Sunday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,41,0,1,4,14
1510,Thursday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,85,0,1,20,-1
1511,Tuesday,Other Miscellaneous,GRAND VIEW AVE \ CLIPPER ST \ CLIPPER TER,37.74818321,-122.442519,90,0,1,8,14
1512,Monday,Larceny Theft,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,45,0,1,4,-1
1513,Sunday,Motor Vehicle Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,58,0,1,4,-1
1514,Friday,Lost Property,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,33,0,1,3,-1
1515,Monday,Weapons Offense,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,65,0,1,5,-1
1516,Wednesday,Larceny Theft,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,60,0,1,3,-1
1517,Saturday,Larceny Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,33,0,1,4,2
1518,Tuesday,Other Miscellaneous,GRAND VIEW AVE \ CLIPPER ST \ CLIPPER TER,37.74818321,-122.442519,45,0,1,2,7
1519,Monday,Larceny Theft,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,59,0,1,18,14
1520,Saturday,Other,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,41,0,1,4,14
1521,Monday,Recovered Vehicle,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,42,0,1,5,-1
1522,Saturday,Robbery,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,67,0,1,9,-1
1523,Friday,Burglary,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,27,0,1,1,-1
1524,Monday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,70,0,1,14,12
1525,Thursday,Burglary,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,,0,1,0,14
1526,Sunday,Larceny Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,36,0,1,6,-1
1527,Thursday,Recovered Vehicle,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,61,0,1,4,-1
1528,Tuesday,Malicious Mischief,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,36,0,1,12,-1
1529,Tuesday,Burglary,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,78,0,1,4,-1
1530,Sunday,Suspicious Occ,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,29,0,1,3,14
1531,Tuesday,Warrant,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,87,0,1,7,7
1532,Tuesday,Larceny Theft,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,56,0,1,5,-1
1533,Friday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,81,0,1,4,-1
1534,Sunday,Larceny Theft,NOE ST \ CLIPPER ST,37.74902821,-122.4316396,39,0,1,3,-1
1535,Monday,Other Miscellaneous,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,46,0,1,4,-1
1536,Saturday,Larceny Theft,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,78,0,1,3,-1
1537,Friday,Weapons Offense,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,45,0,1,4,7
1538,Tuesday,Robbery,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,58,0,1,4,-1
1539,Wednesday,Missing Person,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,33,0,1,3,-1
1540,Sunday,Larceny Theft,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,65,0,1,5,-1
1541,Tuesday,Motor Vehicle Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,60,0,1,3,14
1542,Saturday,Robbery,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,33,0,1,4,14
1543,Thursday,Motor Vehicle Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,45,0,1,2,-1
1544,Thursday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,59,0,1,18,-1
1545,Saturday,Burglary,HIGH ST \ CLIPPER ST,37.74750435,-122.4431618,41,0,1,4,-1
1546,Thursday,Non-Criminal,CLIPPER ST \ DOLORES ST,37.7494349,-122.424923,42,0,1,5,4
1547,Sunday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,67,0,1,9,-1
1548,Monday,Traffic Violation Arrest,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,27,0,1,1,4
1549,Monday,Warrant,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,70,0,1,14,-1
1550,Monday,Burglary,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,,0,1,0,7
1551,Friday,Larceny Theft,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,36,0,1,6,-1
1552,Monday,Robbery,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,61,0,1,4,-1
1553,Friday,Burglary,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,36,0,1,12,14
1554,Thursday,Warrant,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,78,0,1,4,-1
1555,Tuesday,Non-Criminal,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,29,0,1,3,-1
1556,Saturday,Malicious Mischief,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,87,0,1,7,-1
1557,Sunday,Drug Offense,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,56,0,1,5,-1
1558,Saturday,Other Miscellaneous,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,81,0,1,4,2
1559,Sunday,Larceny Theft,GRAND VIEW AVE \ CLIPPER ST \ CLIPPER TER,37.74818321,-122.442519,39,0,1,3,-1
1560,Wednesday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,46,0,1,4,-1
1561,Friday,Non-Criminal,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,78,0,1,3,-1
1562,Saturday,Traffic Violation Arrest,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,59,0,1,18,-1
1563,Wednesday,Non-Criminal,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,41,0,1,4,14
1564,Thursday,Burglary,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,42,0,1,5,-1
1565,Tuesday,Burglary,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,67,0,1,9,-1
1566,Friday,Fraud,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,27,0,1,1,-1
1567,Saturday,Malicious Mischief,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,70,0,1,14,-1
1568,Monday,Larceny Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,,0,1,0,-1
1569,Monday,Motor Vehicle Theft,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,36,0,1,6,-1
1570,Wednesday,Non-Criminal,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,61,0,1,4,4
1571,Tuesday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,36,0,1,12,-1
1572,Tuesday,Other Offenses,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,78,0,1,4,-1
1573,Friday,Other Miscellaneous,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,29,0,1,3,-1
1574,Monday,Larceny Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,87,0,1,7,4
1575,Wednesday,Larceny Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,56,0,1,5,-1
1576,Tuesday,Larceny Theft,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,81,0,1,4,5
1577,Friday,Burglary,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,39,0,1,3,-1
1578,Tuesday,Motor Vehicle Theft,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,46,0,1,4,-1
1579,Wednesday,Motor Vehicle Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,78,0,1,3,7
1580,Friday,Other Miscellaneous,CLIPPER ST \ CASTRO ST,37.74889597,-122.4338511,81,0,1,11,2
1581,Sunday,Malicious Mischief,DIAMOND HEIGHTS BLVD \ CLIPPER ST,37.74676522,-122.4439608,83,0,1,11,4
1582,Monday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,76,0,1,6,-1
1583,Saturday,Larceny Theft,CLIPPER ST \ SANCHEZ ST,37.74915785,-122.4294228,89,0,1,12,-1
1584,Friday,Traffic Violation Arrest,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,86,0,1,8,-1
1585,Tuesday,Burglary,CHURCH ST \ CLIPPER ST,37.74929572,-122.4272,38,0,1,1,-1
1586,Monday,Motor Vehicle Theft,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,92,0,1,7,5
1587,Saturday,Non-Criminal,DIAMOND ST \ CLIPPER ST,37.74876203,-122.4360672,93,0,1,16,-1
1588,Sunday,Motor Vehicle Theft,DOUGLASS ST \ CLIPPER ST,37.7486645,-122.4382461,94,0,1,9,2
1589,Wednesday,Offences Against The Family And Children,HIGH ST \ CLIPPER TER,37.74801042,-122.4434738,,inf,0,0,14
